epoch,step,loss,total_step_ms,data_transfer_ms,forward_ms,backward_ms,optimizer_step_ms,ema_update_ms,step_start_time,step_end_time
3,232,0.021811,699.37,0.87,314.14,229.628,139.529,27.1,1774931294.4272056,1774931295.130855
3,233,0.02155,694.287,0.866,315.523,222.184,139.888,27.392,1774931295.1844525,1774931295.881542
3,234,0.021281,664.88,0.87,304.887,205.101,138.962,27.134,1774931296.0124443,1774931296.6802971
3,235,0.021112,715.661,0.867,322.002,238.492,139.136,27.139,1774931296.7285101,1774931297.4474568
3,236,0.02138,744.255,0.867,331.31,256.823,139.444,27.111,1774931297.5442119,1774931298.2913702
3,237,0.021265,658.376,0.862,300.35,202.397,139.238,27.155,1774931298.3411534,1774931299.0026424
3,238,0.020979,636.819,0.872,292.34,189.403,138.826,27.098,1774931299.0514235,1774931299.6910286
3,239,0.022709,635.061,0.868,290.732,187.538,139.356,27.116,1774931299.7396002,1774931300.378717
3,240,0.020631,633.855,0.873,288.559,188.998,139.677,27.14,1774931300.43181,1774931301.0685732
3,241,0.020666,582.313,0.861,274.203,152.909,139.574,27.122,1774931301.116145,1774931301.701492
3,242,0.020877,594.203,0.873,278.048,161.213,138.79,27.114,1774931301.750465,1774931302.3476768
3,243,0.020384,638.482,0.87,291.236,192.336,138.655,27.088,1774931302.3969207,1774931303.038322
3,244,0.020419,710.581,0.871,317.364,238.674,139.818,27.192,1774931303.0895584,1774931303.8035312
3,245,0.020431,761.193,0.872,337.167,270.907,139.126,27.13,1774931303.8458455,1774931304.6098888
3,246,0.020468,644.071,0.868,296.552,194.521,139.193,27.152,1774931304.6605856,1774931305.3075347
3,247,0.020408,637.8,0.864,294.319,190.044,139.29,27.148,1774931305.3579528,1774931305.9988375
3,248,0.019937,645.954,0.873,294.446,196.795,138.678,27.117,1774931306.0477033,1774931306.6967683
3,249,0.020155,501.209,0.873,245.031,101.335,139.027,27.135,1774931306.7490468,1774931307.2533553
3,250,0.020194,553.54,0.875,262.013,137.558,139.275,27.078,1774931307.3051438,1774931307.861801
3,251,0.019571,552.303,0.873,262.018,134.84,139.398,27.128,1774931307.905716,1774931308.4609454
3,252,0.019522,557.727,0.865,264.603,138.182,139.162,27.094,1774931308.51026,1774931309.071056
3,253,0.021921,735.512,0.874,324.912,254.077,141.607,27.158,1774931309.1200647,1774931309.8587046
3,254,0.01963,619.368,0.878,287.189,177.578,139.121,27.169,1774931309.9013023,1774931310.5238714
3,255,0.019422,737.798,0.876,329.229,254.412,139.113,27.132,1774931310.572758,1774931311.3136706
3,256,0.019518,711.064,0.867,317.589,237.318,138.953,27.141,1774931311.362339,1774931312.076326
3,257,0.019361,551.09,0.862,259.602,136.343,139.583,27.126,1774931312.126567,1774931312.6806784
3,258,0.018874,632.617,0.864,291.995,184.962,139.413,27.127,1774931312.7289963,1774931313.3647134
3,259,0.019051,579.957,0.877,271.778,153.02,139.595,27.17,1774931313.4156456,1774931313.9984372
3,260,0.019222,544.441,0.865,259.495,131.632,138.862,27.111,1774931314.0489488,1774931314.59605
3,261,0.019271,722.638,0.872,321.285,245.682,139.449,27.125,1774931314.6454136,1774931315.3712437
3,262,0.019176,565.817,0.868,265.174,146.534,139.251,27.155,1774931315.4206593,1774931315.9895098
3,263,0.018767,725.43,0.86,327.035,243.395,139.103,27.226,1774931316.0896761,1774931316.8184514
3,264,0.018999,693.946,0.88,316.28,222.531,139.55,27.108,1774931316.861931,1774931317.558921
3,265,0.018625,540.897,0.868,258.08,127.202,139.337,27.1,1774931317.6121364,1774931318.1561449
3,266,0.018794,533.1,0.88,252.902,124.262,139.34,27.117,1774931318.2011037,1774931318.737538
3,267,0.018782,548.035,0.868,262.25,130.769,138.562,27.15,1774931318.788328,1774931319.3393452
3,268,0.018875,720.831,0.88,324.935,241.447,139.089,27.074,1774931319.3896623,1774931320.1135705
3,269,0.017954,637.616,0.861,290.288,191.286,140.303,27.14,1774931320.1601794,1774931320.8006437
